product_id,product_type,category,subcategory,product_name,price,label,rating,image,description
0288,Electronics,Laptops,Dell,Latitude XT 7,365.0,hot,4,assets/images/products/Laptop32.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0289,Electronics,Desktops,Memory(RAM),RAM,532.0,new,4,assets/images/products/r1.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0290,Electronics,Desktops,Memory(RAM),DRAM,533.0,sale,4,assets/images/products/r2.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0291,Electronics,Desktops,Memory(RAM),SDRAM,675.0,hot,4,assets/images/products/r3.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0292,Electronics,Desktops,Memory(RAM),SDR SDRAM,778.0,hot,4,assets/images/products/r4.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0293,Electronics,Desktops,Memory(RAM),DDR SDRAM,665.0,hot,4,assets/images/products/r5.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0294,Electronics,Desktops,Memory(RAM),DDR2,232.0,hot,4,assets/images/products/r6.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0295,Electronics,Desktops,Memory(RAM),DDR3,244.0,hot,4,assets/images/products/r7.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0296,Electronics,Desktops,Memory(RAM),DDR4,454.0,hot,4,assets/images/products/r8.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0297,Electronics,Desktops,Motherboard,AT Motherboard,355.0,new,4,assets/images/products/m1.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0298,Electronics,Desktops,Motherboards,ATX Motherboard,532.0,sale,4,assets/images/products/m2.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0299,Electronics,Desktops,Motherboards,LPX Motherboard,654.0,hot,4,assets/images/products/m3.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0300,Electronics,Desktops,Motherboards,BTX Motherboard,666.0,hot,4,assets/images/products/m4.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0301,Electronics,Desktops,Motherboards,Pico BTX motherboard,434.0,hot,4,assets/images/products/m5.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0302,Electronics,Desktops,Motherboards,Mini ITX motherboard,343.0,hot,4,assets/images/products/m6.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0303,Electronics,Desktops,Motherboards,Standard ATX,232.0,hot,4,assets/images/products/m7.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0304,Electronics,Desktops,Motherboards,Micro ATX,236.0,hot,4,assets/images/products/m8.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0305,Electronics,Desktops,Motherboards,eXtended ATX,767.0,hot,4,assets/images/products/m9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0306,Electronics,Cameras,Film Cameras,Single-Lens Reflex (SLR) Cameras,234.0,new,4,assets/images/products/c1.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0307,Electronics,Cameras,Film Cameras,Twin-Lens Reflex (TLR) Cameras,454.0,sale,4,assets/images/products/c2.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0308,Electronics,Cameras,Film Cameras,Rangefinder Cameras,343.0,hot,4,assets/images/products/c3.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0309,Electronics,Cameras,Film Cameras,Point-and-Shoot Cameras,465.0,hot,4,assets/images/products/c4.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0310,Electronics,Cameras,Film Cameras,Instant Cameras,776.0,hot,4,assets/images/products/c5.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0311,Electronics,Cameras,Film Cameras,Stereo Cameras,543.0,hot,4,assets/images/products/c6.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0312,Electronics,Cameras,Film Cameras,Panoramic Cameras,543.0,hot,4,assets/images/products/c7.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0313,Electronics,Cameras,Film Cameras,Folding Cameras,533.0,hot,4,assets/images/products/c8.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0314,Electronics,Cameras,Film Cameras,Large Format Cameras,243.0,hot,4,assets/images/products/c9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0315,Electronics,Cameras,Film Cameras,Box Cameras,107.0,hot,4,assets/images/products/c10.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0316,Electronics,Cameras,Film Cameras,Pinhole Cameras,453.0,hot,4,assets/images/products/c11.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0317,Electronics,Cameras,Film Cameras,Toy Cameras,355.0,hot,4,assets/images/products/c12.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0318,Electronics,Cameras,Flashes,Flash-lamp/Flash powder,776.0,new,4,assets/images/products/f1.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0319,Electronics,Cameras,Flashes,Flashbulbs,543.0,sale,4,assets/images/products/f2.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0320,Electronics,Cameras,Flashes,Electronic flash,543.0,hot,4,assets/images/products/f3.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0321,Electronics,Cameras,Flashes,High speed flash,533.0,hot,4,assets/images/products/f4.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0322,Electronics,Cameras,Flashes,Multi-flash,243.0,hot,4,assets/images/products/f5.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0323,Electronics,Cameras,Flashes,Flash intensity,107.0,hot,4,assets/images/products/f6.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0324,Electronics,Cameras,Flashes,Flash duration,453.0,hot,4,assets/images/products/f7.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0325,Electronics,Cameras,Flashes,Flash LED,123.0,hot,4,assets/images/products/f8.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0326,Electronics,Mobile Phones,Apple,iPhone 14,234.0,new,4,assets/images/products/mob1.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0327,Electronics,Mobile Phones,Apple,iPhone 14 Plus,454.0,sale,4,assets/images/products/mob2.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0328,Electronics,Mobile Phones,Apple,iPhone 14 Pro,343.0,hot,4,assets/images/products/mob3.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0329,Electronics,Mobile Phones,Apple,iPhone 14 Pro Max,465.0,hot,4,assets/images/products/mob4.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0330,Electronics,Mobile Phones,Apple,Apple iPhone SE,776.0,hot,4,assets/images/products/mob5.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0331,Electronics,Mobile Phones,Apple,iPhone 13 Pro Max,543.0,hot,4,assets/images/products/mob6.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0332,Electronics,Mobile Phones,Apple,iPhone 13 Pro,543.0,hot,4,assets/images/products/mob7.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0333,Electronics,Mobile Phones,Apple,iPhone 13 mini,533.0,hot,4,assets/images/products/mob8.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0334,Electronics,Mobile Phones,Apple,iPhone 13,243.0,hot,4,assets/images/products/mob9.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
0335,Electronics,Mobile Phones,Apple,iPhone 12 Pro,107.0,hot,4,assets/images/products/mob10.jpg,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
